id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,description,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
243410955,5cfbf158-2b35-42bd-8ca6-25d17ed1e3ca,2024-09-22 13:48:12,2024-09-22,2024-09-22 10:48:12 UTC,Nairobi,,"Langata, KE",-1.4151037624,36.8974639848,9,,,,9,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
243412724,ffad9435-d12b-4773-a527-4ea76cd224f4,2024-09-22 13:47:32,2024-09-22,2024-09-22 10:47:32 UTC,Nairobi,,Naretunoi conservancy,-1.4371351227,36.9322532415,195,,,,195,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
243431935,ed3044ab-e180-44ca-9b61-79d3d5469cef,2024-09-22 13:47:32,2024-09-22,2024-09-22 10:47:32 UTC,Nairobi,Hyena droppings,"HW7J+4WR, Nairobi, Kenya",-1.4371351227,36.9322532415,196,,,,196,,,false,gps,gps,,Hyaeninae,Bone-cracking Hyaenas,Mammalia,846226
243551008,d8c4191a-e63a-4f19-b531-f20b20058694,2024-09-22 13:48:19,2024-09-22,2024-09-22 10:48:19 UTC,Nairobi,,"Bomas, Nairobi, Kenya",-1.4148331881,36.8974304197,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
243566912,7b057bbd-36c1-422b-8820-669b839ff191,2024-09-23 11:21:17,2024-09-23,2024-09-23 08:21:17 UTC,Nairobi,Grassland ,"Kajiado, KE",-1.5406276945,36.8541862647,7,,,,31446,,obscured,true,gps,gps,Bone-cracking Hyaenas,Hyaeninae,Bone-cracking Hyaenas,Mammalia,846226
243571321,6f1d6366-234c-423f-b3a3-8209cd3b4fcc,2024-09-22 13:55:18,2024-09-22,2024-09-22 10:55:18 UTC,Nairobi,,Kenya,-1.4307357998,36.8959320197,195,,,,31446,,obscured,true,gps,gps,Striped Hyaena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
243581941,1e9315b6-c0b8-4e64-a5ff-8677b5df4487,2024-02-14,2024-02-14,,Nairobi,,"Tsavo N. Park, Kenia",-2.9642681735,37.9104012251,218,,,,218,,open,false,gps,gps,täplähyeena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
243714163,ed8c8f44-18cb-4c3a-9db4-d5283dcd1eb9,2024-09-22 12:58:50,2024-09-22,2024-09-22 09:58:50 UTC,Nairobi,,"HW7J+4WR, Nairobi, Kenya",-1.4371351227,36.9322532415,195,,,,195,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
243983748,544cbb57-6f1a-4731-8646-120ed5d92897,2011-02-14 08:34:43+01:00,2011-02-14,2011-02-14 07:34:43 UTC,Nairobi,"","Masai Mara Game Reserve, Narok, Narok, KE",-1.4612901534,35.1114961362,11113,,,,11113,,open,false,,,Plettet hyæne,Crocuta crocuta,Spotted Hyena,Mammalia,41886
244373961,a4a50cc6-735b-42e9-93a6-a1a5656c7dfd,2024/07/07 10:23 AM,2024-07-07,2024-07-07 07:23:00 UTC,Nairobi,"","Central, Kenya",0.4717541982,36.8139045444,15,,,,15,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
244373991,6139fea5-e4c9-46a1-9882-9a80455310fb,2024/07/09 5:56 PM,2024-07-09,2024-07-09 14:56:00 UTC,Nairobi,"","Rumuruti, Kenya",0.4903537925,36.805359373,122,,,,122,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
244373993,0587ffdc-f5e3-4830-a120-6927028bb597,2024/07/09 6:21 PM,2024-07-09,2024-07-09 15:21:00 UTC,Nairobi,"","Laikipia, KE",0.5065469185,36.958728528,31,,,,31451,,obscured,true,,,East African Striped Hyaena,Hyaena hyaena dubbah,East African Striped Hyaena,Mammalia,1401285
244452936,8e50628a-a60c-4af6-893e-d502ef67e80b,2024-09-22 13:47:54,2024-09-22,2024-09-22 10:47:54 UTC,Nairobi,,"Bomas, Nairobi, Kenya",-1.4149149997,36.8974388,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
245110693,fca4c502-2a4a-4f3d-9667-5eaecd7bb140,2024/02/14 11:22 PM,2024-02-14,2024-02-14 20:22:00 UTC,Nairobi,"",Olare Motorogi  Conservancy ,-1.345836,35.203856,225,,,,225,,open,false,,"",Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
245123470,e90c46ed-cf68-4440-ba29-87bf43fe4771,2024/02/15 11:39 PM,2024-02-15,2024-02-15 20:39:00 UTC,Nairobi,"","Olare-Motorogi Conservancy, Maasai Mara, M5FF+6HW, Talek, Kenya",-1.3268992,35.1739651,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
245123977,f7583cd2-7593-4f29-9e6c-2a8f324ae589,2024-05-27,2024-05-27,,Nairobi,,"Narok, KE",-1.4823014376,35.1005539845,40350,,,,40350,obscured,open,true,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
245150533,c544978a-8f63-4628-adf0-c0b4c325458a,2024/02/17 2:52 PM,2024-02-17,2024-02-17 11:52:00 UTC,Nairobi,,"Ol Kinyei Conservancy, Maasai Mara, Kenya",-1.3812476,35.4614483,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
245272540,40099077-ad60-426a-9e3c-30936b0ab2db,2024-09-24,2024-09-24,,Nairobi,,"Tsavo East, Kenia",-2.7846607806,38.81735567,90756,,,,90756,,open,false,gps,gps,Tüpfelhyäne,Crocuta crocuta,Spotted Hyena,Mammalia,41886
245366700,41f0a058-d24a-4556-a7de-5e83f84941c0,2022/08/03 10:39 AM,2022-08-03,2022-08-03 07:39:00 UTC,Nairobi,"","Masai Mara, Narok West, KE-NR, KE",-1.5150009,35.0929731533,7816,,,,7816,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
245376475,45a61dc8-8390-42f0-ac6d-1a1c9ebcd27f,2022/07/31 4:33 AM,2022-07-31,2022-07-31 01:33:00 UTC,Nairobi,"","Amboseli, Kajiado South, KE-KJ, KE",-2.6583978159,37.2323696395,1724,,,,1724,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
245434290,cdbfd16e-89ed-4321-b870-883b39676dae,2021/07/27 07:29,2021-07-27,2021-07-27 04:29:00 UTC,Nairobi,,"Mara, Kenia",-1.4674071976,35.4510352833,23807,,,,23807,,open,false,,,Gevlekte Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
245434435,19b8cb0e-304f-48ee-977a-15f052bf1a65,2021/08/14 08:58,2021-08-14,2021-08-14 05:58:00 UTC,Nairobi,,"Mara, Kenia",-1.4476718449,35.1221206664,11122,,,,11122,,open,false,,,Gevlekte Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
245551805,67f6efec-d76f-4c87-a612-5369f909bb63,2019/12/24 6:52 AM,2019-12-24,2019-12-24 03:52:00 UTC,Nairobi,,"Tsavo N. Park, Kenya",-2.9767817879,38.0621715974,3906,,,,3906,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
245632648,69a43432-5635-4858-a417-2288e9c6a1cf,2024/08/01 7:33 AM,2024-08-01,2024-08-01 04:33:00 UTC,Nairobi,,"Loitokitok, Kenya",-2.6002555556,37.2537388333,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
246499158,c13a18ef-cde0-4bef-a9f4-e06b34ea3e8d,2024/09/24 10:47 PM,2024-09-24,2024-09-24 19:47:00 UTC,Nairobi,,"Mara, Kenya",-1.6140017764,35.3708506918,61,,,,61,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
246732650,615009e4-3552-46a3-aba8-9032a265ad13,2017-08-18 09:28:15,2017-08-18,2017-08-18 06:28:15 UTC,Nairobi,,"Sekenani, Kenya",-1.4883683333,35.2277083333,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
246964555,978fb9a1-bf33-4c04-ad2c-b0b0f720d7e9,2024-10-11 10:43:53+03:00,2024-10-11,2024-10-11 07:43:53 UTC,Nairobi,"","Réserve nationale du Masai Mara, Narok, Narok, KE",-1.3510223195,35.0243233122,15748,,,,15748,,open,false,,,Hyène tachetée,Crocuta crocuta,Spotted Hyena,Mammalia,41886
247422057,f9310d87-a6e9-4b37-8869-35a38c98269c,2024/10/13 8:01 AM,2024-10-13,2024-10-13 05:01:00 UTC,Nairobi,,"Loitokitok, Kenya",-2.712273904,37.3435152161,4,,,,4,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
249220653,43100516-6ab4-4d0d-84a3-e582a0ec7aa0,2024/09/21 1:31 AM,2024-09-21,2024-09-20 22:31:00 UTC,Nairobi,"","Mara, Kenya",-1.2022281186,35.1349641267,11064,,,,11064,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
249250836,6edcc4d0-bf69-4e33-aaeb-74e0a5a92e7d,2024/09/22 6:31 AM,2024-09-22,2024-09-22 03:31:00 UTC,Nairobi,"","Masai Mara National Reserve, Kenya",-1.2482106,35.0119668,617,,,,617,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
249257002,1a6147e1-1203-4a9a-bae6-6ecd5c5651af,2024/10/17 8:56 AM,2024-10-17,2024-10-17 05:56:00 UTC,Nairobi,,Kenya,-0.023559,37.906193,716645,,,,716645,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
249257684,77fcc594-46b7-4b4d-9344-7c0a6254763f,2024/10/17 8:48 AM,2024-10-17,2024-10-17 05:48:00 UTC,Nairobi,,Kenya,-0.023559,37.906193,716645,,,,716645,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
249494883,9394493a-62c6-49c2-aa51-4b240969e1f0,2024-10-27 08:13:35+03:00,2024-10-27,2024-10-27 05:13:35 UTC,Nairobi,"","Amboseli National Park, Kajiado, Kajiado, KE",-2.6483866667,37.2602716667,14,,,,14,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
249866150,2ae5192e-37b1-4f0b-b35c-2f7d17e7cbb0,2024-09-26,2024-09-26,,Nairobi,,"Sekenani, Kenya",-1.4821155837,35.1299894974,43163,,,,43163,,open,false,gps,gps,Crocuta crocuta,Crocuta crocuta,Spotted Hyena,Mammalia,41886
250547351,ded4bbd5-bae6-460a-af0d-13419746a9e0,2024-11-04 18:04:26+03:00,2024-11-04,2024-11-04 15:04:26 UTC,Nairobi,"","Maasai Mara National Reserve, Narok, Narok, KE",-1.5418333333,35.2052383333,5,,,,5,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
251043399,357defca-1259-49a6-b64d-37160f9b5ddd,2024-11-09 07:23:10,2024-11-09,2024-11-09 04:23:10 UTC,Nairobi,,"Sekenani, Kenya",-1.5464876997,35.1559232997,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
251273834,b602568f-dbb7-4899-afb2-48919366512a,2024/10/13 9:53 AM,2024-10-13,2024-10-13 06:53:00 UTC,Nairobi,,"Lolgorian, Kenya",-1.4486973543,34.9661531047,977,,,,977,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
251408876,122b66e3-286c-476d-97c6-d64b0973ea66,2024/10/18 12:19 AM,2024-10-18,2024-10-17 21:19:00 UTC,Nairobi,,"Lake Nakuru National Park, Nakuru, Kenya",-0.4035304,36.0961663,11323,,,,11323,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
251554076,d9cd1bbe-c5ba-40db-ae51-805569a52449,2024-11-08 16:54:00+03:00,2024-11-08,2024-11-08 13:54:00 UTC,Nairobi,"","Laikipia North, KE-LK, KE",0.3668458147,36.9672493588,14920,,,,31451,,obscured,true,,,Striped Hyaena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
251631097,de4a4a75-133b-4978-b48f-b2698adb3077,2024/10/19 12:53 AM,2024-10-19,2024-10-18 21:53:00 UTC,Nairobi,,"Masai Mara National Reserve, Kenya",-1.4258455995,35.0984039066,21577,,,,21577,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
251636340,a31976fd-beb0-4e69-9aa4-bc5dd446acbd,2024/10/21 5:12 PM,2024-10-21,2024-10-21 14:12:00 UTC,Nairobi,,"Masai Mara National Reserve, Kenya",-1.4258455995,35.0984039066,21577,,,,21577,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
251940053,85877287-478c-4f7a-b69b-b6d5b711b516,2011/05/25 1:28 AM,2011-05-25,2011-05-24 22:28:00 UTC,Nairobi,,"Loitokitok, Kenya",-2.6476867155,37.281973387,3923,,,,3923,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
251972759,da247315-e19d-4dcb-900f-cab5cd1d0a71,2024-11-16 16:55:15,2024-11-16,2024-11-16 13:55:15 UTC,Nairobi,,"Lake Nakuru(Nat.park, Kenya",-0.463074,36.080584,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
252122589,0d36443d-dbd9-4d01-bca2-fcaf3bdcfc83,2024/11/08 8:13 AM,2024-11-08,2024-11-08 05:13:00 UTC,Nairobi,"","Mara, Kenya",-1.32839,35.1841233333,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
252708007,feb9a50a-c2eb-4bb5-9d9e-bf36e5702ff3,2021/08/07 2:28 PM,2021-08-07,2021-08-07 11:28:00 UTC,Nairobi,"","Loitokitok, Kenya",-2.6511750224,37.2706360477,1124,,,,1124,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
252750814,b6aace3e-f255-4d9c-b09f-bc39d503f9b0,2024-11-23 18:11:16,2024-11-23,2024-11-23 15:11:16 UTC,Nairobi,,"Sekenani, Kenya",-1.4694945997,35.2269120997,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
253186911,2b8034c4-a90f-437e-920a-1cd5739cd6bc,2024/11/25 6:45 AM,2024-11-25,2024-11-25 03:45:00 UTC,Nairobi,,"Lolgorian, Kenya",-1.4753751975,35.0252598155,7913,,,,7913,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
253405300,e77f3080-5987-4094-bc07-65c6e9e6f7a6,2024-11-28 12:19:20+03:00,2024-11-28,2024-11-28 09:19:20 UTC,Nairobi,"","Amboseli National Park, Kajiado, Kajiado, KE",-2.6517616667,37.260305,,,,,,,open,false,,,Iena Maculata,Crocuta crocuta,Spotted Hyena,Mammalia,41886
253858124,227fea05-33d0-42e5-a06c-b8d5259a336f,2024/10/28 6:19 AM,2024-10-28,2024-10-28 03:19:00 UTC,Nairobi,"","Loitokitok, Kenya",-2.6520169122,37.2604016642,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254099498,80c30ccb-921e-453f-bf00-03dfd6c1a27b,Wed Dec 04 2024 10:39:46 GMT +0300 (GMT),2024-12-04,2024-12-04 07:39:46 UTC,Nairobi,,Narok,-1.6217088699,35.1623878479,35,,,,35,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254196207,c4ba447d-73b2-4271-9f93-3db8988aa305,2024/12/03 8:11 AM,2024-12-03,2024-12-03 05:11:00 UTC,Nairobi,,"Mara, Kenya",-1.396835201,35.1567216501,3092,,,,3092,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254294201,cca0ec2e-3a9d-4756-a7a5-9e7d242e18af,2024/12/05 2:53 PM,2024-12-05,2024-12-05 11:53:00 UTC,Nairobi,,"Maasai Mara National Reserve, Kenya",-1.4821324,35.1299896,28301,,,,28301,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254313184,44ab9f81-1f51-4378-809a-20037d480061,2023/05/28 5:29 AM,2023-05-28,2023-05-28 02:29:00 UTC,Nairobi,,"Loitokitok, Kenya",-2.7176716667,37.375735,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254313196,9c92e906-0c57-48a5-b5a4-73852f98e54f,2023/05/28 6:57 AM,2023-05-28,2023-05-28 03:57:00 UTC,Nairobi,,"Loitokitok, Kenya",-2.6895516667,37.284075,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254313197,3b16eff5-e4ed-406d-abd4-04b41a5ea203,2023/05/28 6:57 AM,2023-05-28,2023-05-28 03:57:00 UTC,Nairobi,,"Loitokitok, Kenya",-2.6894216667,37.2838916667,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254313198,99ed2e7e-2b46-4195-8dc9-9c9c74b9af88,2023/05/28 7:00 AM,2023-05-28,2023-05-28 04:00:00 UTC,Nairobi,,"Loitokitok, Kenya",-2.689425,37.2838716667,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254313200,a3b4a8c9-7a0a-41ba-aa45-bc296f329efa,2023/05/28 7:01 AM,2023-05-28,2023-05-28 04:01:00 UTC,Nairobi,,"Loitokitok, Kenya",-2.6894333333,37.2839033333,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254315243,24b089c8-2372-4c10-bb65-d9e486934192,2023/05/30 3:38 PM,2023-05-30,2023-05-30 12:38:00 UTC,Nairobi,,"Mara, Kenya",-1.54023,35.2247433333,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254315247,383ef14b-3e09-4491-a719-a476f6543525,2023/05/30 3:40 PM,2023-05-30,2023-05-30 12:40:00 UTC,Nairobi,,"Mara, Kenya",-1.5402516667,35.2247416667,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254340955,49bf567d-7281-454a-9b80-0acbeb9506f2,2018-07-16 18:38:47-05:00,2018-07-17,2018-07-16 23:38:47 UTC,Nairobi,"","Maasai Mara National Reserve, Kilgoris, Narok, KE",-1.43533,35.0237971667,5,,,,5,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254773724,ad96e21b-b63a-4951-8263-938ce3d56303,2024/10/11 5:48 PM,2024-10-11,2024-10-11 14:48:00 UTC,Nairobi,"","Mara, Kenya",-1.2982007188,35.2005957285,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254833477,de9e3e7e-9195-42d3-a5e1-bba1d3886ec7,2024-11-04 17:54:04+03:00,2024-11-04,2024-11-04 14:54:04 UTC,Nairobi,"","Maasai Mara National Reserve, Narok, Narok, KE",-1.5416883333,35.20513,3,,,,3,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
254925549,ceea0505-5d1e-446c-a673-76819944b246,2024/11/27 08:46,2024-11-27,2024-11-27 05:46:00 UTC,Nairobi,,"Mara, Kenia",-1.5674703565,35.2286347885,244,,,,244,,open,false,,,Tüpfelhyäne,Crocuta crocuta,Spotted Hyena,Mammalia,41886
255365673,92e332f7-5114-40d3-9c7d-d7cae86a2b3a,2024-10-16 08:08:36+03:00,2024-10-16,2024-10-16 05:08:36 UTC,Nairobi,"","Kieni, KE-NI, KE",-0.0040656,37.0550139,28,,,,28,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
255419223,06a84bce-ecd7-4ed5-a914-142f281d3771,2024/11/03 3:08 PM,2024-11-03,2024-11-03 12:08:00 UTC,Nairobi,"","Mara, Kenya",-1.5003985641,35.3898132627,23959,,,,23959,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
255420878,6c6cb692-270f-4de4-bb9d-2f87e4b0b8d8,2024/11/04 3:12 PM,2024-11-04,2024-11-04 12:12:00 UTC,Nairobi,"","Mara Triangle, Kenya",-1.4079513,34.9040137,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
255421111,4b5d15ac-8bc8-4abf-a761-6725e9ac963d,2024/11/03 6:14 PM,2024-11-03,2024-11-03 15:14:00 UTC,Nairobi,,"Mara, Kenya",-1.4813720685,35.1125459039,5714,,,,5714,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
255587157,c437c33b-dfe5-4c24-9d8d-4c391f6ee08c,2024-12-19 16:58:00,2024-12-19,2024-12-19 13:58:00 UTC,Nairobi,,"Koyaki, Kenya",-1.3991683529,35.1713709533,5,,,,5,,open,false,gps,gps,Iena Maculata,Crocuta crocuta,Spotted Hyena,Mammalia,41886
255915454,580f8607-bc78-4862-b37a-0f0e41631e2d,2024/08/26 03:20,2024-08-26,2024-08-26 00:20:00 UTC,Nairobi,,"Loitokitok, Kenya",-2.6335466667,37.2398916667,,,,,,,open,false,,,Hyène tachetée,Crocuta crocuta,Spotted Hyena,Mammalia,41886
256176400,c9c8f6dc-2dab-4b61-89f2-68486d5e232e,2024/08/09 6:38 PM,2024-08-09,2024-08-09 15:38:00 UTC,Nairobi,"","9987+HP Ololaimutiek Village, Kenya",-1.633604,35.364328,39,,,,39,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
256179783,9f031b93-224f-4320-91f3-adee744ec477,2024/08/10 9:13 AM,2024-08-10,2024-08-10 06:13:00 UTC,Nairobi,"","Mara, Kenya",-1.5544731615,35.1421056197,41,,,,41,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
256259804,3965d5e1-97e2-40d8-a7a5-5179250366b0,2024/12/26 7:06 AM,2024-12-26,2024-12-26 04:06:00 UTC,Nairobi,,"Mugumoini, Nairobi, Kenya",-1.3619172574,36.7940719225,3472,,,,3472,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
256266124,f26b5e69-2107-46b5-aa39-5ebb498c7402,2024/08/10 10:06 AM,2024-08-10,2024-08-10 07:06:00 UTC,Nairobi,"","Mara, Kenya",-1.5149208883,35.1138919828,31,,,,31,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
256266126,cc0b3e16-1b51-46f1-a0e7-9c234a60e3a6,2024/08/10 10:06 AM,2024-08-10,2024-08-10 07:06:00 UTC,Nairobi,"","F4P7+3J Talek, Kenya",-1.514819,35.11401,31,,,,31,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
256266130,2667a127-d914-4371-8a7f-b14d47e0ac37,2024/08/10 10:22 AM,2024-08-10,2024-08-10 07:22:00 UTC,Nairobi,"","Mara, Kenya",-1.4997134946,35.1324779923,61,,,,61,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
256266142,adfb1ab3-134e-4013-9fa0-8da3b679eb01,2024/08/10 11:50 AM,2024-08-10,2024-08-10 08:50:00 UTC,Nairobi,"","F5W3+Q5 Talek, Kenya",-1.503028,35.15292,41,,,,41,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
256414895,bc6e88c8-bb0c-44a9-973b-d331cd038aa4,2024/02/15 3:05 PM,2024-02-15,2024-02-15 12:05:00 UTC,Nairobi,white from crushed bones,"Narok, KE",-1.5069968751,35.1746101263,7,,,,31446,,obscured,true,,,Hyaena hyaena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
256420704,fa891bcb-1351-419a-a15b-c7f0de365379,2014/11/03 6:06 AM,2014-11-03,2014-11-03 03:06:00 UTC,Nairobi,,"Loitokitok, Kenya",-2.6917572726,37.3167544836,488,,,,488,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
256537142,cd243b5a-8b09-4258-af1d-5788ca80914b,2024-12-18 10:12:12,2024-12-18,2024-12-18 07:12:12 UTC,Nairobi,,"Kajiado, Kajiado, KE",-2.6746083333,37.25963,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
256538289,e7d390aa-fd4e-4cb6-951e-cc8743dc0e1b,2024-12-18 15:54:54,2024-12-18,2024-12-18 12:54:54 UTC,Nairobi,,"Kajiado, Kajiado, KE",-2.6746083333,37.25963,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
256776298,af6bdf95-4928-4d6d-b653-cdd735429e5a,2024-12-30 17:48:18+03:00,2024-12-30,2024-12-30 14:48:18 UTC,Nairobi,"","Maasai Mara National Reserve, Kilgoris, Narok, KE",-1.3418216667,34.98357,,,,,,,open,false,,,Hiena manchada,Crocuta crocuta,Spotted Hyena,Mammalia,41886
256869231,17c58551-579d-45ec-9c41-7ec05c869e23,2024-12-30 12:50:00+03:00,2024-12-30,2024-12-30 09:50:00 UTC,Nairobi,"","Emurua Dikirr, Narok, KE",-1.0645841784,35.1078892445,171490,,,,171490,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
257045458,62c41700-885c-40ca-9919-d1b0cbb9e906,2024-10-16 07:19:48+03:00,2024-10-16,2024-10-16 04:19:48 UTC,Nairobi,"","Samburu National Reserve, Isiolo, Isiolo, KE",0.575455,37.5492633333,3,,,,3,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
257404263,b5f6082c-68c4-4160-b3a7-86a5f2b4c4b0,2024/08/12 10:25,2024-08-12,2024-08-12 07:25:00 UTC,Nairobi,,"Aberdare Forest, Kenya",-0.37262,36.86845,,,,,,,open,false,,,Hyène tachetée,Crocuta crocuta,Spotted Hyena,Mammalia,41886
257495379,16b21f1e-4b7b-428a-9a91-6b0c7debfcc3,2024-12-30 23:04:36+03:00,2024-12-30,2024-12-30 20:04:36 UTC,Nairobi,"","Mugie Wildlife Conservancy, Laikipia, Laikipia, KE",0.7466324541,36.612262795,7863,,,,7863,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
258033133,39f61441-0e40-4b53-98f8-1c3394b12bae,2023-07-30 06:47:27+03:00,2023-07-30,2023-07-30 03:47:27 UTC,Nairobi,"","Laikipia West, Laikipia, Laikipia, KE",-0.0169415807,37.0156902068,7459,,,,7459,,open,false,,,Пятнистая гиена,Crocuta crocuta,Spotted Hyena,Mammalia,41886
258283386,32f62c53-87b1-4e49-bd85-500e2be0f953,2022/11/10 8:37 PM,2022-11-10,2022-11-10 17:37:00 UTC,Nairobi,,"Tsavo West, KE-TT, KE",-3.4975628328,38.1349795499,244,,,,31422,,obscured,true,,,East African Striped Hyaena,Hyaena hyaena dubbah,East African Striped Hyaena,Mammalia,1401285
