observed_on_string,observed_on,time_observed_at,time_zone,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
2014/12/23 8:33 AM HST,2014-12-23,2014-12-23 18:33:00 UTC,Hawaii,"Kajiado South, KE-KJ, KE",-2.7303376779,37.2157813086,213,,,,31434,obscured,obscured,true,,"",Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/02 2:38 PM PDT,2014-10-02,2014-10-02 21:38:00 UTC,Pacific Time (US & Canada),"Laikipia, KE",-0.0552863142,36.9434057606,31,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/05 5:34 AM PDT,2014-10-05,2014-10-05 12:34:00 UTC,Pacific Time (US & Canada),"Meru, KE",0.1842654649,38.1554275864,10,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/05 3:57 PM PDT,2014-10-05,2014-10-05 22:57:00 UTC,Pacific Time (US & Canada),"Meru, KE",0.0634455149,38.0590236312,61,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/11 6:06 AM PDT,2014-10-11,2014-10-11 13:06:00 UTC,Pacific Time (US & Canada),"Nakuru, KE",-0.5379837608,36.1421787702,8,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/11 5:59 AM PDT,2014-10-11,2014-10-11 12:59:00 UTC,Pacific Time (US & Canada),"Nakuru, KE",-0.4424975432,36.104196448,15,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/11 8:58 AM PDT,2014-10-11,2014-10-11 15:58:00 UTC,Pacific Time (US & Canada),"Nakuru, KE",-0.5203848237,36.0186108849,61,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/11 8:47 AM PDT,2014-10-11,2014-10-11 15:47:00 UTC,Pacific Time (US & Canada),"Nakuru, KE",-0.5090454319,36.1035754019,61,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/11 9:03 AM PDT,2014-10-11,2014-10-11 16:03:00 UTC,Pacific Time (US & Canada),"Nakuru, KE",-0.5346293679,36.1029480386,16,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/12 9:41 AM PDT,2014-10-12,2014-10-12 16:41:00 UTC,Pacific Time (US & Canada),"Nakuru, KE",-0.5008975612,36.0812934583,10,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/12 9:29 AM PDT,2014-10-12,2014-10-12 16:29:00 UTC,Pacific Time (US & Canada),"Nakuru, KE",-0.4055952772,36.0901314923,10,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/12 6:30 AM PDT,2014-10-12,2014-10-12 13:30:00 UTC,Pacific Time (US & Canada),"Nakuru, KE",-0.4528846793,36.0144810951,15,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/12 6:45 AM PDT,2014-10-12,2014-10-12 13:45:00 UTC,Pacific Time (US & Canada),"Nakuru, KE",-0.4782177002,36.1745623042,15,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/12 3:43 PM PDT,2014-10-12,2014-10-12 22:43:00 UTC,Pacific Time (US & Canada),"Nakuru, KE",-0.5544606836,36.0583874253,122,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/10/14 7:17 AM PDT,2014-10-14,2014-10-14 14:17:00 UTC,Pacific Time (US & Canada),"Narok, KE",-1.2177306492,34.8644929764,20,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
1989-02-02,1989-02-02,,Harare,"Narok, KE",-1.2461466436,34.8090949466,,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2018/08/17 9:25 AM CEST,2018-08-17,2018-08-17 07:25:00 UTC,Paris,Kenya,-0.2528566208,36.99972831,,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
Thu Jul 09 2020 07:02:46 GMT+0300 (GMT+3),2020-07-09,2020-07-09 04:02:46 UTC,Baghdad,Kenya,-1.2675293159,36.9100787184,,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2020/12/16 12:22 AM EST,2020-12-16,2020-12-16 05:22:00 UTC,Eastern Time (US & Canada),"Nakuru, KE",-0.3186609593,36.0304458049,3335,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2018/02/16 2:56 AM CST,2018-02-16,2018-02-16 08:56:00 UTC,Central Time (US & Canada),"Nakuru, KE",-0.2639356852,36.0542858981,244,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019/05/06 5:18 AM EDT,2019-05-06,2019-05-06 09:18:00 UTC,Eastern Time (US & Canada),Kenya,-1.2822566581,36.8520427867,4033,,,,31447,,obscured,true,,,Buffle du Cap,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2012/07/22 7:30 AM PDT,2012-07-22,2012-07-22 14:30:00 UTC,Pacific Time (US & Canada),Kenya,-0.4561457683,36.6185771703,212,,,,31451,obscured,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2012/07/25 6:21 PM PDT,2012-07-25,2012-07-26 01:21:00 UTC,Pacific Time (US & Canada),"Nakuru, KE",-0.2806754686,36.06231414,212,,,,31451,obscured,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2012/07/26 6:14 PM PDT,2012-07-26,2012-07-27 01:14:00 UTC,Pacific Time (US & Canada),"Narok, KE",-1.4902137696,35.0657242183,212,,,,31446,obscured,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019-04-24T16:04:07+12:00,2019-04-24,2019-04-24 04:04:07 UTC,Auckland,Kenya,-1.3534530812,36.8227795554,133,,,,31447,,obscured,true,,,Bufalo cafro,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2016/11/07 4:42 PM UTC,2016-11-07,2016-11-07 16:42:00 UTC,UTC,Kenya,-0.310455933,36.6447309625,,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2009/11/30 6:03 AM GMT,2009-11-30,2009-11-30 06:03:00 UTC,Edinburgh,"Nakuru, KE",-0.3091976405,36.1539358629,1953,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
Fri Dec 29 2017 15:34:59 GMT+0000 (GMT),2017-12-29,2017-12-29 15:34:59 UTC,Edinburgh,"Ijara, KE-GA, KE",-1.4719890314,41.1849541199,39384,,,,39384,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2016/11/08 1:53 PM UTC,2016-11-08,2016-11-08 13:53:00 UTC,UTC,Kenya,-0.2737367866,36.7556190187,,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2009/02/27 7:22 AM CET,2009-02-27,2009-02-27 06:22:00 UTC,Rome,"Narok, KE",-1.4212373516,35.0387284483,1953,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2018/07/26 7:15 PM UTC,2018-07-26,2018-07-26 19:15:00 UTC,UTC,"Narok, KE",-1.437520073,35.137239897,212,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
Sun Aug 11 2013 08:28:00 GMT+0200 (GMT+2),2013-08-11,2013-08-11 06:28:00 UTC,Pretoria,"Tsavo East, Voi, KE-TT, KE",-3.399339938,38.7189129728,1974,,,,31425,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
Mon Aug 19 2013 07:23:00 GMT+0200 (GMT+2),2013-08-19,2013-08-19 05:23:00 UTC,Pretoria,"Narok, KE",-1.6636749692,35.2915273249,1307,,,,31444,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
1994/07/12 10:04 PM CEST,1994-07-12,1994-07-12 20:04:00 UTC,Paris,"Kitui South, KE-KT, KE",-2.3504578867,38.3328595814,5414,,,,31438,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2018/07/17 1:25 PM EDT,2018-07-17,2018-07-17 17:25:00 UTC,Eastern Time (US & Canada),Kenya,-0.3509267303,36.9829205884,,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2018/04/06 3:13 AM -0300,2018-04-06,2018-04-06 06:13:00 UTC,Buenos Aires,"Nakuru, KE",-0.4483542038,36.1070376393,7813,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2013/08/15 5:33 PM UTC,2013-08-15,2013-08-15 17:33:00 UTC,UTC,"Kajiado, KE",-2.7817679613,37.3911519259,36012,,,,36012,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2013/08/17 6:10 PM UTC,2013-08-17,2013-08-17 18:10:00 UTC,UTC,Kenya,-0.3635961689,36.9191866129,211,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019/12/23 9:31 PM CET,2019-12-23,2019-12-23 20:31:00 UTC,Paris,"Nakuru, KE",-0.5102467272,36.2597340272,5204,,,,31451,,obscured,true,,manual,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
Tue Jul 02 2019 21:31:00 GMT-0400 (EDT),2019-07-02,2019-07-03 01:31:00 UTC,Eastern Time (US & Canada),"Meru, KE",0.1214414007,37.6773571536,11086,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014-05-23,2014-05-23,,Africa/Johannesburg,"Kajiado South, KE-KJ, KE",-2.6554390057,37.2271168236,,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
2014-05-25,2014-05-25,,Pretoria,Kenya,-0.1976075972,37.2451829756,,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014-05-30,2014-05-30,,Pretoria,"Isiolo North, KE-IS, KE",0.6079213764,37.8013378625,,,,,31450,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
Sun Jan 03 2021 00:00:13 GMT+0300 (GMT+3),2021-01-03,2021-01-02 21:00:13 UTC,Nairobi,Kenya,0.4278002625,36.2814710083,1146,,,,31451,,obscured,true,,,Syncerus caffer caffer,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2020/12/31 9:53 AM PST,2020-12-31,2020-12-31 17:53:00 UTC,Pacific Time (US & Canada),"Kajiado South, KE-KJ, KE",-2.7912336685,37.3930937746,213,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
Sun Jul 29 2012 19:50:52 GMT-0400 (EDT),2012-07-29,2012-07-29 23:50:52 UTC,Eastern Time (US & Canada),"Narok, KE",-1.4974876202,35.1193094878,40868,,,,40868,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2021/01/02 11:52 AM PST,2021-01-02,2021-01-02 19:52:00 UTC,Pacific Time (US & Canada),"Narok, KE",-1.3051552054,34.9122229005,292,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
Sat Feb 13 2021 00:00:00 GMT+0300 (GMT+3),2021-02-13,2021-02-12 21:00:00 UTC,Nairobi,Kenya,-0.2819281674,36.9231351914,1556,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2017/09/25 4:39 PM CEST,2017-09-25,2017-09-25 14:39:00 UTC,Paris,"Kajiado South, KE-KJ, KE",-2.7414648064,37.2552735113,14281,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2017/09/25 4:43 PM CEST,2017-09-25,2017-09-25 14:43:00 UTC,Paris,"Kajiado South, KE-KJ, KE",-2.6848275908,37.264356388,14281,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2017/09/26 4:22 AM EDT,2017-09-26,2017-09-26 08:22:00 UTC,Eastern Time (US & Canada),Kenya,-0.2418496521,37.0901602271,62,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2017/09/26 9:07 AM CEST,2017-09-26,2017-09-26 07:07:00 UTC,Paris,"Kajiado South, KE-KJ, KE",-2.680653015,37.320912137,14281,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019/05/16 1:55 AM CDT,2019-05-16,2019-05-16 06:55:00 UTC,Central Time (US & Canada),"Meru, KE",0.3662573922,37.5084468017,14635,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2017/10/01 3:10 AM EDT,2017-10-01,2017-10-01 07:10:00 UTC,Eastern Time (US & Canada),Kenya,-0.5168036367,36.695728102,15346,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2017/09/27 2:21 PM CEST,2017-09-27,2017-09-27 12:21:00 UTC,Paris,"Kitui South, KE-KT, KE",-2.2715720045,38.3090148899,13100,,,,31438,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2021-03-09T15:29:32+03:00,2021-03-09,2021-03-09 09:29:32 UTC,Nairobi,"Laikipia, KE",0.0796924605,36.8945864498,7545,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
Sun Jun 30 2019 08:20:28 GMT+0200 (GMT+2),2019-06-30,2019-06-30 04:20:28 UTC,Pretoria,"Narok, KE",-1.1553630351,35.0677571329,12,,,,31448,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2017/10/03 8:18 AM EDT,2017-10-03,2017-10-03 12:18:00 UTC,Eastern Time (US & Canada),"Narok, KE",-1.2321667203,34.9985940497,9688,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2017/02/26 3:42 PM UTC,2017-02-26,2017-02-26 15:42:00 UTC,UTC,Kenya,-0.9436993706,36.3210046596,3857,,,,31449,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2018-02-18 5:13:00 PM GMT+01:00,2018-02-18,2018-02-18 16:13:00 UTC,Amsterdam,,-2.380595858,38.3819968147,468801,,,,468801,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2010/04/22 1:18 AM +0430,2010-04-22,2010-04-21 20:48:00 UTC,Kabul,"Nakuru, KE",-0.2967549794,36.1102335297,31,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2010/04/23 1:58 AM +0430,2010-04-23,2010-04-22 21:28:00 UTC,Kabul,"Nakuru, KE",-0.2129492186,36.1755181988,31,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2018/02/11 3:26 PM UTC,2018-02-11,2018-02-11 15:26:00 UTC,UTC,"Narok, KE",-1.5442289511,35.0420167026,14127,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2016/12/03 12:00 PM UTC,2016-12-03,2016-12-03 12:00:00 UTC,UTC,Kenya,-0.6640336236,36.4739108992,3224,,,,31450,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2018/02/10 3:11 PM UTC,2018-02-10,2018-02-10 15:11:00 UTC,UTC,Kenya,-0.9149528781,36.2562426108,102,,,,31449,,obscured,true,,,Syncerus caffer caffer,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2021-04-14 1:43:46 AM EDT,2021-04-14,2021-04-14 05:43:46 UTC,Eastern Time (US & Canada),"Narok, KE",-1.7404856121,35.3446166526,91,,,,31444,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2013/08/22 9:10 AM UTC,2013-08-22,2013-08-22 09:10:00 UTC,UTC,"Nakuru, KE",-0.2107828183,36.1950135124,5780,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
Tue Jul 23 2019 13:44:46 GMT-0700 (PDT),2019-07-23,2019-07-23 20:44:46 UTC,Pacific Time (US & Canada),"Narok, KE",-1.4264382895,35.0154270659,5,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2021-05-01 8:54:08 AM GMT+03:00,2021-05-01,2021-05-01 05:54:08 UTC,Baghdad,Kenya,-4.2026718408,39.5341861823,802,,,,31407,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2017/07/08 11:02 AM UTC,2017-07-08,2017-07-08 11:02:00 UTC,UTC,"Kajiado South, KE-KJ, KE",-2.6454378503,37.2931461666,48,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
Tue May 11 2021 10:10:09 GMT+0300 (GMT+3),2021-05-11,2021-05-11 07:10:09 UTC,Baghdad,"Narok, KE",-1.0599035159,35.0248504349,1547,,,,31448,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2016/12/04 6:27 AM UTC,2016-12-04,2016-12-04 06:27:00 UTC,UTC,Kenya,-1.3989667378,36.8671213562,4236,,,,31447,,obscured,true,,,Buvol kaferský,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2004/12/30 2:06 PM CET,2004-12-30,2004-12-30 13:06:00 UTC,Paris,Kenya,-0.7037263139,36.2864944632,7222,,,,31450,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2004-12-31,2004-12-31,,Paris,Kenya,-0.9852057033,36.3369525907,4522,,,,31449,,obscured,true,,"",Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2005/01/03 9:35 PM CET,2005-01-03,2005-01-03 20:35:00 UTC,Paris,"Nakuru, KE",-0.3757363661,36.0309965004,6774,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2011-07-14 07:52:13,2011-07-14,2011-07-14 06:52:13 UTC,London,"Narok, KE",-1.526120585,35.0043127523,212,,,,31446,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2011-07-05 06:21:45,2011-07-05,2011-07-05 05:21:45 UTC,London,"Nakuru, KE",-0.3785593254,36.1732738525,475,,,,31451,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2005/01/10 10:31 PM CET,2005-01-10,2005-01-10 21:31:00 UTC,Paris,"Kajiado South, KE-KJ, KE",-2.6129755775,37.2745620739,15102,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019/10/06 12:51 PM CEST,2019-10-06,2019-10-06 10:51:00 UTC,Berlin,Kenya,-1.3438055531,36.8485523716,,,,,31447,,obscured,true,,,Buvol kaferský,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2011-07-05 07:27:36,2011-07-05,2011-07-05 06:27:36 UTC,London,"Nakuru, KE",-0.2396306287,36.1591587524,923,,,,31451,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019/10/06 2:17 PM CEST,2019-10-06,2019-10-06 12:17:00 UTC,Berlin,Kenya,-1.3926706975,36.9704099245,,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019/10/06 2:38 PM CEST,2019-10-06,2019-10-06 12:38:00 UTC,Berlin,Kenya,-1.315592005,36.9649731168,,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019/10/06 2:38 PM CEST,2019-10-06,2019-10-06 12:38:00 UTC,Berlin,Kenya,-1.2320410554,36.8753587285,,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019/10/06 2:40 PM CEST,2019-10-06,2019-10-06 12:40:00 UTC,Berlin,Kenya,-1.2661899424,36.8122438235,,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2018/11/10 7:32 AM HST,2018-11-10,2018-11-10 17:32:00 UTC,Hawaii,"Tsavo East, Voi, KE-TT, KE",-3.3455970234,38.9016586293,,,,,31425,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2020/12/11 4:55 PM CET,2020-12-11,2020-12-11 15:55:00 UTC,Bern,"Narok, KE",-1.583374261,34.8240124283,244,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2020/12/15 6:03 AM CET,2020-12-15,2020-12-15 05:03:00 UTC,Bern,"Nakuru, KE",-0.2553008548,36.0490857626,61,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2020/12/15 8:01 AM CET,2020-12-15,2020-12-15 07:01:00 UTC,Bern,"Nakuru, KE",-0.5170508948,36.1859469218,1953,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019-01-07 06:56:57,2019-01-07,2019-01-06 23:56:57 UTC,Hanoi,"Narok, KE",-1.4280230892,35.0737364526,212,,,,31446,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2018-12-21 04:39:08,2018-12-21,2018-12-20 21:39:08 UTC,Hanoi,"Nakuru, KE",-0.2538815574,36.0504893251,208,,,,31451,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/02/07 8:40 AM -0430,2014-02-07,,Caracas,Kenya,-1.3027419062,36.8979467693,2739,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2021/05/24 9:14 PM MST,2021-05-24,2021-05-25 04:14:00 UTC,Arizona,Kenya,-2.7415148083,38.4268331277,87815,,,,87815,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2021/06/16 1:19 AM SAST,2021-06-16,2021-06-15 23:19:00 UTC,Pretoria,Kenya,0.0379877783,37.0781323815,31,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2013/01/04 4:26 PM EST,2013-01-04,2013-01-04 21:26:00 UTC,Eastern Time (US & Canada),"Narok, KE",-1.3170172144,34.9548083805,8096,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2006/05/30 10:13 PM CDT,2006-05-30,2006-05-31 03:13:00 UTC,Monterrey,,-0.0240001377,37.9750021249,716650,,,,716650,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2004/11/02 4:27 PM CET,2004-11-02,2004-11-02 15:27:00 UTC,Vienna,"Narok, KE",-1.4246739842,35.0878852508,28177,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2012/05/01 8:35 AM CEST,2012-05-01,2012-05-01 06:35:00 UTC,Berlin,"Nakuru, KE",-0.4636675978,36.0081939657,1953,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2021-07-12 11:07:13,2021-07-12,2021-07-12 08:07:13 UTC,Nairobi,Kenya,-1.2769170503,36.7240243593,3108,,,,31447,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
Sun Jul 04 2004 10:11:40 GMT-0400 (EDT),2004-07-04,2004-07-04 14:11:40 UTC,Eastern Time (US & Canada),Kenya,-0.1222560685,38.8762374756,23,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2016/05/03 6:10 PM EDT,2016-05-03,2016-05-03 22:10:00 UTC,Eastern Time (US & Canada),Kenya,-1.3781054316,36.9481683099,2000,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2015/05/25 7:57 AM CEST,2015-05-25,2015-05-25 05:57:00 UTC,Berlin,"Nakuru, KE",-0.5506242395,36.1771331158,3086,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2016/05/09 1:56 PM CEST,2016-05-09,2016-05-09 11:56:00 UTC,Berlin,Kenya,-0.2681016112,37.1366611086,399,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2021/07/19 3:55 PM +0300,2021-07-19,2021-07-19 12:55:00 UTC,Istanbul,Kenya,-0.9442049921,36.2646598502,23476,,,,31449,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2021-07-29 22:44:41,2021-07-29,2021-07-29 22:44:41 UTC,UTC,Kenya,-0.2430639705,36.9990062513,212,,,,31451,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
Wed Aug 04 2021 08:46:34 GMT+0300 (GMT+3),2021-08-04,2021-08-04 05:46:34 UTC,Baghdad,"Kajiado South, KE-KJ, KE",-2.7108537248,37.2181545321,4,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2015-03-14,2015-03-14,,UTC,"Nakuru, KE",-0.471571873,36.1393137744,,,,,31451,,obscured,true,,,African Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
2016-11-05,2016-11-05,,UTC,"Nakuru, KE",-0.3588012654,36.0151733362,,,,,31451,,obscured,true,,,African Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
2018-10-13,2018-10-13,,UTC,Kenya,-1.3424585164,36.8179636279,,,,,31447,,obscured,true,,,African Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
