observed_on_string,observed_on,time_observed_at,time_zone,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
2022-09-19 13:04:16,2022-09-19,2022-09-19 10:04:16 UTC,Nairobi,"Laikipia, KE",0.0351116429,36.8087380441,9,,,,31451,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-09-17,2022-09-17,,Nairobi,"Narok, KE",-1.494308516,35.3249003349,214,,,,31446,,obscured,true,gps,gps,Syncerus caffer caffer,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-09-23 07:33:44,2022-09-23,2022-09-23 04:33:44 UTC,Nairobi,"Narok, KE",-1.4413134272,34.8931958095,,,,,31446,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
,,,Nairobi,"Nakuru, KE",-0.2339504081,36.1527951386,23784,,,,31451,,obscured,true,gps,gps,African Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
2019/08/17 10:55 AM,2019-08-17,2019-08-17 07:55:00 UTC,Nairobi,"Taita Taveta, KE",-3.5779155142,38.1449887432,16541,,,,31422,,obscured,true,,manual,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/07/27 10:02 AM,2022-07-27,2022-07-27 07:02:00 UTC,Nairobi,"Kajiado South, KE-KJ, KE",-2.6210007908,37.3483601929,213,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-09-30 08:17:34,2022-09-30,2022-09-30 05:17:34 UTC,Nairobi,Kenya,-0.8408427173,36.3899955228,,,,,31449,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/09/17 2:16 AM,2022-09-17,2022-09-16 23:16:00 UTC,Nairobi,"Laikipia, KE",0.0536329057,36.9124264263,122,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-09-28 16:08:51,2022-09-28,2022-09-28 13:08:51 UTC,Nairobi,"Isiolo North, KE-IS, KE",0.5352152462,37.4113338857,259,,,,31451,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/09/17 10:04 PM,2022-09-17,2022-09-17 19:04:00 UTC,Nairobi,"Laikipia, KE",0.1683881737,36.8887219822,,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/09/18 6:45 AM,2022-09-18,2022-09-18 03:45:00 UTC,Nairobi,"Laikipia, KE",0.1350691014,36.9217774564,,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/09/18 7:11 AM,2022-09-18,2022-09-18 04:11:00 UTC,Nairobi,"Laikipia, KE",0.1124038843,36.8662078408,,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-10-08 11:41:58+02:00,2022-10-08,2022-10-08 09:41:58 UTC,Nairobi,"Narok, KE",-1.4461660707,35.0085140136,596,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/09/19 1:03 PM,2022-09-19,2022-09-19 10:03:00 UTC,Nairobi,"Laikipia, KE",0.1867656008,36.8322055898,8,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-10-12 10:34:26+03:00,2022-10-12,2022-10-12 07:34:26 UTC,Nairobi,"Nakuru, KE",-0.2455633183,36.0914416225,29,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-10-14 07:50:08,2022-10-14,2022-10-14 04:50:08 UTC,Nairobi,Kenya,-1.3775345136,36.8185532408,6,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-09-29 14:53:21,2022-09-29,2022-09-29 11:53:21 UTC,Nairobi,Kenya,-0.2036210065,36.8808119341,212,,,,31451,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/09/29 8:05 AM,2022-09-29,2022-09-29 05:05:00 UTC,Nairobi,"Nakuru, KE",-0.396440761,36.0905068816,,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/10/22 8:27 PM,2022-10-22,2022-10-22 17:27:00 UTC,Nairobi,Kenya,-0.8757008958,37.7210122005,277,,,,31449,,obscured,true,,,African Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
2022/09/30 3:49 PM,2022-09-30,2022-09-30 12:49:00 UTC,Nairobi,"Narok West, KE-NR, KE",-1.4651025081,35.33690753,,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/10/02 6:02 PM,2022-10-02,2022-10-02 15:02:00 UTC,Nairobi,"Kajiado South, KE-KJ, KE",-2.6304406117,37.3649466027,,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/10/03 9:39 AM,2022-10-03,2022-10-03 06:39:00 UTC,Nairobi,"Kajiado South, KE-KJ, KE",-2.6400063253,37.3750926162,,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/10/03 9:47 AM,2022-10-03,2022-10-03 06:47:00 UTC,Nairobi,"Kajiado South, KE-KJ, KE",-2.7877596313,37.2254781462,,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2020/02/26 15:13,2020-02-26,2020-02-26 12:13:00 UTC,Nairobi,"Narok West, KE-NR, KE",-1.2046671976,35.2383093627,6,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2020/02/27 06:44,2020-02-27,2020-02-27 03:44:00 UTC,Nairobi,"Narok West, KE-NR, KE",-1.2928128325,35.3965953107,21,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/10/03 9:59 AM,2022-10-03,2022-10-03 06:59:00 UTC,Nairobi,"Kajiado South, KE-KJ, KE",-2.658008619,37.2750180645,,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/10/03 3:25 PM,2022-10-03,2022-10-03 12:25:00 UTC,Nairobi,"Kajiado South, KE-KJ, KE",-2.7225484114,37.3786490306,,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-09-30 11:36:08,2022-09-30,2022-09-30 08:36:08 UTC,Nairobi,"Nakuru, KE",-0.3035709648,36.024843374,16761,,,,31451,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019-06-26 03:11:08-04:00,2019-06-26,2019-06-26 07:11:08 UTC,Nairobi,"Narok, KE",-1.417705308,35.1661715944,13751,,,,31446,,obscured,true,,,Капский буйвол,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-10-31 12:40:06+03:00,2022-10-31,2022-10-31 09:40:06 UTC,Nairobi,"Kajiado, KE",-1.4655317626,36.851762526,6,,,,31446,,obscured,true,,,"",Syncerus caffer,African Buffalo,Mammalia,42405
2022/09/20 9:34 PM,2022-09-20,2022-09-20 18:34:00 UTC,Nairobi,"Narok, KE",-1.3650769517,34.8799147363,,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-10-30 13:03:57,2022-10-30,2022-10-30 10:03:57 UTC,Nairobi,"Kajiado, KE",-1.5626071435,36.9801135479,13950,,,,31446,,obscured,true,gps,gps,Bovines,Syncerus caffer,African Buffalo,Mammalia,42405
2022-10-30 12:43:39,2022-10-30,2022-10-30 09:43:39 UTC,Nairobi,"Kajiado, KE",-1.3210498663,36.8037691232,36,,,,31447,,obscured,true,gps,gps,African Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
2013/11/11 17:28,2013-11-11,2013-11-11 14:28:00 UTC,Nairobi,"Narok, KE",-1.4959282175,35.3014016615,977,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/08/08 3:47 AM,2022-08-08,2022-08-08 00:47:00 UTC,Nairobi,Kenya,-1.2299580349,36.862396924,7881,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/08/08 10:00 AM,2022-08-08,2022-08-08 07:00:00 UTC,Nairobi,"Narok, KE",-1.4816215807,35.1337971122,15122,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/08/08 10:00 AM,2022-08-08,2022-08-08 07:00:00 UTC,Nairobi,"Narok, KE",-1.594930112,35.0400741987,15122,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/09/10 6:07 PM,2022-09-10,2022-09-10 15:07:00 UTC,Nairobi,Kenya,-1.3192261934,36.9303088605,13328,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/09/10 6:07 PM,2022-09-10,2022-09-10 15:07:00 UTC,Nairobi,Kenya,-1.342294962,36.9251478137,13328,,,,31447,,obscured,true,,,African Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
2022/08/09 9:31 AM,2022-08-09,2022-08-09 06:31:00 UTC,Nairobi,"Narok, KE",-1.5255088793,35.1169843185,212,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/08/10 12:00 AM,2022-08-10,2022-08-09 21:00:00 UTC,Nairobi,"Narok, KE",-1.5247935944,35.0672214649,212,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-11-11 18:43:57,2022-11-11,2022-11-11 15:43:57 UTC,Nairobi,Kenya,-1.9486015377,36.1638233731,,,,,31442,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-11-15 08:08:29+03:00,2022-11-15,2022-11-15 05:08:29 UTC,Nairobi,Kenya,-1.2220848972,36.9742751647,5531,,,,31447,,obscured,true,,,African Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
2021/01/11 8:35 PM,2021-01-11,2021-01-11 17:35:00 UTC,Nairobi,,-0.166891648,37.8304174513,716650,,,,716650,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2013/11/15 11:31,2013-11-15,2013-11-15 08:31:00 UTC,Nairobi,"Nakuru, KE",-0.5731303114,36.1178812203,244,,,,31451,,obscured,true,,,Buvol kaferský,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/08/09 11:23,2014-08-09,2014-08-09 08:23:00 UTC,Nairobi,Kenya,-0.3656491716,37.1024927605,236,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/08/12 16:01,2014-08-12,2014-08-12 13:01:00 UTC,Nairobi,"Nakuru, KE",-0.3401363131,36.185773574,16761,,,,31451,,obscured,true,,,Kaapse Buffel,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/08/14 08:40,2014-08-14,2014-08-14 05:40:00 UTC,Nairobi,Kenya,-0.8521230536,36.3049459861,9490,,,,31449,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/08/15 16:05,2014-08-15,2014-08-15 13:05:00 UTC,Nairobi,"Narok, KE",-1.7722230238,35.5642549934,2519,,,,31444,,obscured,true,,,Kaapse Buffel,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/11/02 8:05 AM,2022-11-02,2022-11-02 05:05:00 UTC,Nairobi,"Narok, KE",-1.4274369937,34.9017088958,9076,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/11/01 4:22 AM,2022-11-01,2022-11-01 01:22:00 UTC,Nairobi,"Narok, KE",-1.2906996131,35.0882843946,5668,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2007/08/13 10:47 PM,2007-08-13,2007-08-13 19:47:00 UTC,Nairobi,Kenya,0.6956134948,37.5435068518,122,,,,31450,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2007/08/14 11:37 PM,2007-08-14,2007-08-14 20:37:00 UTC,Nairobi,Kenya,0.7916512437,37.7524136885,244,,,,31450,,obscured,true,,,Капский буйвол,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2007/08/16 5:50 AM,2007-08-16,2007-08-16 02:50:00 UTC,Nairobi,"Nakuru, KE",-0.5765536728,36.0174053623,122,,,,31451,,obscured,true,,,Капский буйвол,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2012/05/01 1:01 AM,2012-05-01,2012-04-30 22:01:00 UTC,Nairobi,"Kajiado South, KE-KJ, KE",-2.7953299564,37.2605356215,244,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2012/04/30 7:13 AM,2012-04-30,2012-04-30 04:13:00 UTC,Nairobi,"Kajiado South, KE-KJ, KE",-2.7089196975,37.3677513551,488,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2012/05/02 7:43 AM,2012-05-02,2012-05-02 04:43:00 UTC,Nairobi,"Nakuru, KE",-0.5882381948,36.0768614506,488,,,,31451,,obscured,true,,,Капский буйвол,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2012/05/03 10:46 PM,2012-05-03,2012-05-03 19:46:00 UTC,Nairobi,"Narok, KE",-1.4674542845,35.0158306004,3906,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2012/05/04 9:54 PM,2012-05-04,2012-05-04 18:54:00 UTC,Nairobi,"Narok West, KE-NR, KE",-1.4049348611,35.384936841,488,,,,31446,,obscured,true,,,Капский буйвол,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019/08/29,2019-08-29,,Nairobi,"Nakuru, KE",-0.2239690192,36.0031318888,7631,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019/08/29,2019-08-29,,Nairobi,"Nakuru, KE",-0.2358274807,36.0389803218,7631,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/11/18 ,2022-11-18,,Nairobi,"Tsavo East, KE",-2.9557806044,38.6216912191,26700,,,,31431,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-12-09 07:13:55,2022-12-09,2022-12-09 04:13:55 UTC,Nairobi,"Narok, KE",-1.5134039535,34.8385811933,,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-10-04 16:13:58,2022-10-04,2022-10-04 13:13:58 UTC,Nairobi,"Kajiado South, KE-KJ, KE",-2.638459706,37.2094743729,208,,,,31434,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-12-09 09:56:47,2022-12-09,2022-12-09 06:56:47 UTC,Nairobi,Kenya,-1.3136062698,36.6279140288,,,,,31447,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-12-09 10:02:11,2022-12-09,2022-12-09 07:02:11 UTC,Nairobi,Kenya,-1.3437535567,36.7851367619,,,,,31447,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-12-09 10:11:15,2022-12-09,2022-12-09 07:11:15 UTC,Nairobi,Kenya,-1.2347369705,36.7715226444,,,,,31447,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-12-09 10:27:53,2022-12-09,2022-12-09 07:27:53 UTC,Nairobi,Kenya,-1.3649541586,36.8007827275,,,,,31447,,obscured,true,gps,gps,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-12-09 12:11:52,2022-12-09,2022-12-09 09:11:52 UTC,Nairobi,Kenya,-1.2808098636,36.8567491565,,,,,31447,,obscured,true,gps,gps,African Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
2019/06/26 3:10 AM,2019-06-26,2019-06-26 00:10:00 UTC,Nairobi,"Narok, KE",-1.5976876577,35.0037303651,212,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/12/10 2:16 PM,2022-12-10,2022-12-10 11:16:00 UTC,Nairobi,"Laikipia North, KE-LK, KE",0.4986495866,36.9470997985,9290,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/11/25 ,2022-11-25,,Nairobi,"Taita Taveta, KE",-2.9602037317,38.002083679,22885,,,,31431,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/12/13 8:02 AM,2022-12-13,2022-12-13 05:02:00 UTC,Nairobi,"Narok West, KE-NR, KE",-1.2880324021,35.33573372,6937,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/09/13 08:09,2022-09-13,2022-09-13 05:09:00 UTC,Nairobi,"Tsavo East, Voi, KE-TT, KE",-3.0669663467,38.415915895,10063,,,,31428,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/12/01,2022-12-01,,Nairobi,Kenya,-1.2295434553,36.8266732956,3773,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/11/20,2022-11-20,,Nairobi,"Taita Taveta, KE",-2.9770683846,38.051803997,22885,,,,31431,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/09/13 17:14,2022-09-13,2022-09-13 14:14:00 UTC,Nairobi,Kenya,-2.8602027534,38.0589196118,10034,,,,31431,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/09/14 14:10,2022-09-14,2022-09-14 11:10:00 UTC,Nairobi,"Taita Taveta, KE",-3.5068631794,38.1912886809,10208,,,,31422,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/11/23 ,2022-11-23,,Nairobi,"Taita Taveta, KE",-2.8421203759,38.0767332811,22885,,,,31431,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/11/24,2022-11-24,,Nairobi,"Taita Taveta, KE",-2.815408912,38.1985186889,22885,,,,31431,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/11/26,2022-11-26,,Nairobi,"Taita Taveta, KE",-2.8505553132,38.0695134399,22885,,,,31431,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2005/09/30 10:42 AM,2005-09-30,2005-09-30 07:42:00 UTC,Nairobi,"Narok West, KE-NR, KE",-1.4804106255,35.32532453,2099,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/10/22 5:56 PM,2022-10-22,2022-10-22 14:56:00 UTC,Nairobi,"Isiolo North, KE-IS, KE",0.7147184334,37.6567650264,,,,,31450,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2008-01-05 09:02:19,2008-01-05,2008-01-05 06:02:19 UTC,Nairobi,,-0.1625829303,37.8129691561,716650,,,,716650,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/12/24 11:50 PM,2022-12-24,2022-12-24 20:50:00 UTC,Nairobi,Kenya,-1.3022045239,36.9219323758,13328,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-12-28 16:25:58+03:00,2022-12-28,2022-12-28 13:25:58 UTC,Nairobi,"Narok West, KE-NR, KE",-1.3030447435,35.5127275042,4,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-11-22 14:04:55,2022-11-22,2022-11-22 11:04:55 UTC,Nairobi,Kenya,-0.4349650453,36.6430062312,212,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022-12-31 11:03:29+03:00,2022-12-31,2022-12-31 08:03:29 UTC,Nairobi,"Narok, KE",-1.5351449042,35.1251933448,4,,,,31446,,obscured,true,,,African Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
2023-01-04 09:28:37+03:00,2023-01-04,2023-01-04 06:28:37 UTC,Nairobi,"Taita Taveta, KE",-3.452533572,38.1632359492,4,,,,31422,,obscured,true,,,African Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
2022-12-23 18:55:12,2022-12-23,2022-12-23 15:55:12 UTC,Nairobi,Kenya,-2.6565281704,38.1024154939,,,,,31434,,obscured,true,gps,gps,African Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
2022/10/11 2:55 PM,2022-10-11,2022-10-11 11:55:00 UTC,Nairobi,"Narok, KE",-1.4633487918,35.2700767899,,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/10/11 2:56 PM,2022-10-11,2022-10-11 11:56:00 UTC,Nairobi,"Narok, KE",-1.4705384009,35.3712498764,,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/10/12 8:57 AM,2022-10-12,2022-10-12 05:57:00 UTC,Nairobi,"Narok, KE",-1.4203284456,35.387980135,,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/10/12 5:25 PM,2022-10-12,2022-10-12 14:25:00 UTC,Nairobi,"Narok, KE",-1.5062474762,35.2746794234,,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/05/12 10:21 PM,2014-05-12,2014-05-12 19:21:00 UTC,Nairobi,"Laikipia North, KE-LK, KE",0.3662708666,36.8262859498,1481,,,,31451,obscured,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2014/05/14 2:52 PM,2014-05-14,2014-05-14 11:52:00 UTC,Nairobi,"Laikipia, KE",0.1476096533,36.8578030404,8391,,,,31451,obscured,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2012/11/25 2:26 AM,2012-11-25,2012-11-24 23:26:00 UTC,Nairobi,"Narok, KE",-1.3923551008,35.1318154619,122,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2010/07/25 11:44,2010-07-25,2010-07-25 08:44:00 UTC,Nairobi,"Nakuru, KE",-0.38271833,36.062284688,18015,,,,31451,,obscured,true,,,Syncerus caffer caffer,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2023/01/04 7:28 AM,2023-01-04,2023-01-04 04:28:00 UTC,Nairobi,Kenya,-1.2029318242,36.8553285588,31,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
,,,Nairobi,"Narok, KE",-1.5108843166,35.0467816956,212,,,,31446,,obscured,true,,,African Buffalo,Syncerus caffer,African Buffalo,Mammalia,42405
2021-11-12 08:21:49+03:00,2021-11-12,2021-11-12 05:21:49 UTC,Nairobi,"Narok, KE",-1.3615436685,35.1626536207,4,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2023-01-02 13:37:49+03:00,2023-01-02,2023-01-02 10:37:49 UTC,Nairobi,"Laikipia North, KE-LK, KE",0.2363991146,36.8435349471,66,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2018-02-20 15:29:20+02:00,2018-02-20,2018-02-20 13:29:20 UTC,Nairobi,"Narok, KE",-1.2424434513,35.0928774627,8,,,,31447,,obscured,true,,,Buvol kaferský,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/11/22 4:25 AM,2022-11-22,2022-11-22 01:25:00 UTC,Nairobi,Kenya,-0.5178179752,36.7044608872,212,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/11/22 4:25 AM,2022-11-22,2022-11-22 01:25:00 UTC,Nairobi,Kenya,-0.4561688574,36.6182723506,212,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/11/22 4:27 AM,2022-11-22,2022-11-22 01:27:00 UTC,Nairobi,Kenya,-0.4913204033,36.6383518488,212,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
1980/07/10 5:17 PM,1980-07-10,1980-07-10 14:17:00 UTC,Nairobi,"Kajiado South, KE-KJ, KE",-2.7795516307,37.3565087607,208,,,,31434,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2023-01-26 07:26:56+03:00,2023-01-26,2023-01-26 04:26:56 UTC,Nairobi,Kenya,-1.2560059033,36.8579421031,3,,,,31447,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2023/01/17 9:52 AM,2023-01-17,2023-01-17 06:52:00 UTC,Nairobi,"Nakuru, KE",-0.3519737522,36.0413137857,212,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
1983-02-01,1983-02-01,,Nairobi,Kenya,-0.37763735,36.935453764,452,,,,31451,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2022/12/10 12:22 PM,2022-12-10,2022-12-10 09:22:00 UTC,Nairobi,"Narok, KE",-1.2013616345,35.1497926737,557,,,,31447,,obscured,true,,,Buvol kaferský,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2019-08-14 10:45:35,2019-08-14,2019-08-14 07:45:35 UTC,Nairobi,"Narok, KE",-1.4982730295,35.1135108376,212,,,,31446,,obscured,true,,,Cape Buffalo,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2011-07-05 07:36:48,2011-07-05,2011-07-05 04:36:48 UTC,Nairobi,"Nakuru, KE",-0.2785743894,36.116918256,1267,,,,31451,,obscured,true,gps,gps,Buvol kaferský,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
2011-07-05 07:35:41,2011-07-05,2011-07-05 04:35:41 UTC,Nairobi,"Nakuru, KE",-0.2954694844,36.0722577539,416,,,,31451,,obscured,true,gps,gps,Buvol kaferský,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814
